observation_id,city,district,division,region,country,latitude,longitude,timestamp_utc,sunrise_utc,sunset_utc,weather_main,weather_desc,weather_id,temp_celsius,feels_like_celsius,temp_min_celsius,temp_max_celsius,humidity_pct,pressure_hpa,visibility_m,wind_speed_mps,wind_deg,cloud_pct,rain_1h_mm,ingestion_timestamp,temp_fahrenheit,wind_speed_kmh,heat_index,date,hour,day_of_week,daylight_hrs,temp_category,humidity_category,weather_severity,record_created_at
43359,Gangakhed,Parbhani,Aurangabad,Marathwada,IN,18.950001,76.75,2026-07-12 22:45:00,2026-07-12 00:22:00,2026-07-12 13:34:00,Clouds,overcast,804,25.2,27.1,24.7,34.0,76.0,1004.9,0.0,4.26,265.0,89.0,0.0,20260712_225424,77.36,15.34,23.79,2026-07-12,22,Sunday,13.2,Moderate,High,Cloudy,2026-07-12 22:56:08
43358,Umri,Nanded,Aurangabad,Marathwada,IN,19.85,77.6,2026-07-12 22:45:00,2026-07-12 00:17:00,2026-07-12 13:32:00,Clouds,overcast,804,26.4,27.9,25.5,32.9,70.0,1003.6,0.0,5.05,271.0,87.0,0.0,20260712_225424,79.52,18.18,24.44,2026-07-12,22,Sunday,13.25,Moderate,Medium,Cloudy,2026-07-12 22:56:08
43357,Naigaon,Nanded,Aurangabad,Marathwada,IN,18.5,77.3667,2026-07-12 22:45:00,2026-07-12 00:21:00,2026-07-12 13:30:00,Clouds,overcast,804,25.4,26.5,24.7,33.5,71.0,1004.7,0.0,4.8,269.0,90.0,0.0,20260712_225424,77.72,17.28,23.66,2026-07-12,22,Sunday,13.15,Moderate,High,Cloudy,2026-07-12 22:56:08
43356,Mukhed,Nanded,Aurangabad,Marathwada,IN,18.7,77.37,2026-07-12 22:45:00,2026-07-12 00:21:00,2026-07-12 13:31:00,Clouds,overcast,804,25.3,26.5,24.5,33.1,72.0,1004.7,0.0,5.1,269.0,93.0,0.0,20260712_225424,77.54,18.36,23.64,2026-07-12,22,Sunday,13.17,Moderate,High,Cloudy,2026-07-12 22:56:08
43355,Mudkhed,Nanded,Aurangabad,Marathwada,IN,19.16667,77.51667,2026-07-12 22:45:00,2026-07-12 00:19:00,2026-07-12 13:31:00,Clouds,overcast,804,25.6,27.1,24.8,32.6,74.0,1004.3,0.0,4.95,278.0,93.0,0.0,20260712_225424,78.08,17.82,24.01,2026-07-12,22,Sunday,13.2,Moderate,High,Cloudy,2026-07-12 22:56:08
43354,Mahur,Nanded,Aurangabad,Marathwada,IN,19.85,77.9333,2026-07-12 22:45:00,2026-07-12 00:16:00,2026-07-12 13:31:00,Clouds,overcast,804,26.9,29.0,26.1,32.7,70.0,1003.4,0.0,4.46,274.0,90.0,0.0,20260712_225424,80.42,16.06,24.85,2026-07-12,22,Sunday,13.25,Moderate,Medium,Cloudy,2026-07-12 22:56:08
43353,Kinwat,Nanded,Aurangabad,Marathwada,IN,19.633329,78.199997,2026-07-12 22:45:00,2026-07-12 00:15:00,2026-07-12 13:29:00,Clouds,overcast,804,26.0,28.3,25.2,32.0,72.0,1003.6,0.0,3.57,276.0,93.0,0.0,20260712_225424,78.8,12.85,24.23,2026-07-12,22,Sunday,13.23,Moderate,High,Cloudy,2026-07-12 22:56:08
43352,Kandhar,Nanded,Aurangabad,Marathwada,IN,18.8667,77.2,2026-07-12 22:45:00,2026-07-12 00:21:00,2026-07-12 13:32:00,Clouds,overcast,804,25.2,26.7,24.6,33.4,75.0,1004.7,0.0,4.95,272.0,92.0,0.0,20260712_225424,77.36,17.82,23.73,2026-07-12,22,Sunday,13.18,Moderate,High,Cloudy,2026-07-12 22:56:08
43351,Himayatnagar,Nanded,Aurangabad,Marathwada,IN,19.5,77.9,2026-07-12 22:45:00,2026-07-12 00:17:00,2026-07-12 13:30:00,Clouds,overcast,804,26.2,27.5,25.4,32.4,70.0,1003.8,0.0,5.01,273.0,96.0,0.0,20260712_225424,79.16,18.04,24.27,2026-07-12,22,Sunday,13.22,Moderate,Medium,Cloudy,2026-07-12 22:56:08
43350,Hadgaon,Nanded,Aurangabad,Marathwada,IN,19.5,77.666672,2026-07-12 22:45:00,2026-07-12 00:18:00,2026-07-12 13:31:00,Clouds,overcast,804,26.0,26.9,25.2,32.6,70.0,1004.0,0.0,5.65,272.0,95.0,0.0,20260712_225424,78.8,20.34,24.1,2026-07-12,22,Sunday,13.22,Moderate,Medium,Cloudy,2026-07-12 22:56:08
43349,Dharmabad,Nanded,Aurangabad,Marathwada,IN,18.9,77.849998,2026-07-12 22:45:00,2026-07-12 00:18:00,2026-07-12 13:29:00,Clouds,overcast,804,26.3,27.4,25.6,33.4,70.0,1003.9,0.0,5.78,275.0,85.0,0.0,20260712_225424,79.34,20.81,24.35,2026-07-12,22,Sunday,13.18,Moderate,Medium,Cloudy,2026-07-12 22:56:08
43348,Biloli,Nanded,Aurangabad,Marathwada,IN,18.76667,77.73333,2026-07-12 22:45:00,2026-07-12 00:19:00,2026-07-12 13:30:00,Clouds,overcast,804,26.2,27.6,25.4,33.4,71.0,1004.2,0.0,5.16,274.0,88.0,0.0,20260712_225424,79.16,18.58,24.33,2026-07-12,22,Sunday,13.18,Moderate,High,Cloudy,2026-07-12 22:56:08
43347,Udgir,Latur,Aurangabad,Marathwada,IN,18.383329,77.116669,2026-07-12 22:45:00,2026-07-12 00:22:00,2026-07-12 13:31:00,Clouds,partly cloudy,802,23.8,25.0,23.4,31.9,79.0,1005.4,0.0,4.88,259.0,77.0,0.0,20260712_225424,74.84,17.57,22.73,2026-07-12,22,Sunday,13.15,Moderate,High,Cloudy,2026-07-12 22:56:08
43346,Renapur,Latur,Aurangabad,Marathwada,IN,18.5167,76.6,2026-07-12 22:45:00,2026-07-12 00:24:00,2026-07-12 13:34:00,Clouds,overcast,804,23.1,24.5,22.9,32.5,82.0,1005.9,0.0,4.46,261.0,89.0,0.0,20260712_225424,73.58,16.06,22.25,2026-07-12,22,Sunday,13.17,Moderate,High,Cloudy,2026-07-12 22:56:08
43345,Nilanga,Latur,Aurangabad,Marathwada,IN,18.1,76.76667,2026-07-12 22:45:00,2026-07-12 00:24:00,2026-07-12 13:32:00,Clouds,partly cloudy,802,23.2,24.6,22.9,32.0,83.0,1006.0,0.0,4.77,260.0,70.0,0.0,20260712_225424,73.76,17.17,22.39,2026-07-12,22,Sunday,13.13,Moderate,High,Cloudy,2026-07-12 22:56:08
43344,Latur,Latur,Aurangabad,Marathwada,IN,18.4,76.583328,2026-07-12 22:45:00,2026-07-12 00:24:00,2026-07-12 13:34:00,Clouds,overcast,804,23.0,24.7,22.8,32.3,85.0,1006.0,0.0,4.41,261.0,90.0,0.0,20260712_225424,73.4,15.88,22.3,2026-07-12,22,Sunday,13.17,Moderate,High,Cloudy,2026-07-12 22:56:08
43343,Ausa,Latur,Aurangabad,Marathwada,IN,18.25,76.5,2026-07-12 22:45:00,2026-07-12 00:25:00,2026-07-12 13:34:00,Clouds,overcast,804,22.7,24.0,22.5,32.1,87.0,1006.2,0.0,5.15,259.0,86.0,0.0,20260712_225424,72.86,18.54,22.11,2026-07-12,22,Sunday,13.15,Moderate,High,Cloudy,2026-07-12 22:56:08
43342,Ahmedpur,Latur,Aurangabad,Marathwada,IN,18.7167,76.9333,2026-07-12 22:45:00,2026-07-12 00:22:00,2026-07-12 13:33:00,Clouds,overcast,804,24.3,25.7,23.7,33.2,77.0,1005.3,0.0,4.65,268.0,91.0,0.0,20260712_225424,75.74,16.74,23.06,2026-07-12,22,Sunday,13.18,Moderate,High,Cloudy,2026-07-12 22:56:08
43341,Partur,Jalna,Aurangabad,Marathwada,IN,19.6,76.216667,2026-07-12 22:45:00,2026-07-12 00:23:00,2026-07-12 13:37:00,Clouds,overcast,804,24.9,27.1,24.6,33.9,80.0,1005.0,0.0,4.2,269.0,98.0,0.0,20260712_225424,76.82,15.12,23.76,2026-07-12,22,Sunday,13.23,Moderate,High,Cloudy,2026-07-12 22:56:08
43340,Mantha,Jalna,Aurangabad,Marathwada,IN,19.65,76.3833,2026-07-12 22:45:00,2026-07-12 00:23:00,2026-07-12 13:37:00,Clouds,overcast,804,24.8,27.1,24.3,34.0,80.0,1005.0,0.0,4.05,271.0,97.0,0.0,20260712_225424,76.64,14.58,23.67,2026-07-12,22,Sunday,13.23,Moderate,High,Cloudy,2026-07-12 22:56:08
43339,Jalna,Jalna,Aurangabad,Marathwada,IN,19.83333,75.883331,2026-07-12 22:45:00,2026-07-12 00:24:00,2026-07-12 13:39:00,Clouds,overcast,804,23.9,26.5,23.5,33.2,86.0,1005.3,0.0,3.66,266.0,98.0,0.0,20260712_225424,75.02,13.18,23.18,2026-07-12,22,Sunday,13.25,Moderate,High,Cloudy,2026-07-12 22:56:08
43338,Badnapur,Jalna,Aurangabad,Marathwada,IN,19.8667,75.7333,2026-07-12 22:45:00,2026-07-12 00:25:00,2026-07-12 13:40:00,Clouds,overcast,804,23.9,26.7,23.7,33.8,86.0,1005.3,0.0,3.26,259.0,97.0,0.0,20260712_225424,75.02,11.74,23.18,2026-07-12,22,Sunday,13.25,Moderate,High,Cloudy,2026-07-12 22:56:08
43337,Ambad,Jalna,Aurangabad,Marathwada,IN,19.616671,75.800003,2026-07-12 22:45:00,2026-07-12 00:25:00,2026-07-12 13:39:00,Clouds,overcast,804,24.2,26.4,24.1,33.4,83.0,1005.3,0.0,4.29,263.0,96.0,0.0,20260712_225424,75.56,15.44,23.29,2026-07-12,22,Sunday,13.23,Moderate,High,Cloudy,2026-07-12 22:56:08
43336,Sengaon,Hingoli,Aurangabad,Marathwada,IN,19.8,77.3667,2026-07-12 22:45:00,2026-07-12 00:19:00,2026-07-12 13:33:00,Clouds,partly cloudy,802,25.2,26.7,24.4,31.9,76.0,1004.3,0.0,5.05,271.0,79.0,0.0,20260712_225424,77.36,18.18,23.79,2026-07-12,22,Sunday,13.23,Moderate,High,Cloudy,2026-07-12 22:56:08
43335,Kalamnuri,Hingoli,Aurangabad,Marathwada,IN,19.66667,77.333328,2026-07-12 22:45:00,2026-07-12 00:19:00,2026-07-12 13:33:00,Clouds,overcast,804,25.7,27.1,24.9,32.5,73.0,1004.2,0.0,4.85,268.0,80.0,0.0,20260712_225424,78.26,17.46,24.04,2026-07-12,22,Sunday,13.23,Moderate,High,Cloudy,2026-07-12 22:56:08
43334,Hingoli,Hingoli,Aurangabad,Marathwada,IN,19.716669,77.150002,2026-07-12 22:45:00,2026-07-12 00:19:00,2026-07-12 13:33:00,Clouds,overcast,804,25.2,26.8,24.4,32.5,76.0,1004.4,0.0,4.75,270.0,88.0,0.0,20260712_225424,77.36,17.1,23.79,2026-07-12,22,Sunday,13.23,Moderate,High,Cloudy,2026-07-12 22:56:08
43333,Basmath,Hingoli,Aurangabad,Marathwada,IN,19.316669,77.166672,2026-07-12 22:45:00,2026-07-12 00:20:00,2026-07-12 13:33:00,Clouds,overcast,804,25.7,27.6,25.0,33.2,75.0,1004.4,0.0,4.6,270.0,96.0,0.0,20260712_225424,78.26,16.56,24.16,2026-07-12,22,Sunday,13.22,Moderate,High,Cloudy,2026-07-12 22:56:08
43332,Washi,Dharashiv,Aurangabad,Marathwada,IN,18.95,75.9333,2026-07-12 22:45:00,2026-07-12 00:26:00,2026-07-12 13:37:00,Clouds,overcast,804,23.2,24.5,23.1,33.0,85.0,1005.9,0.0,5.12,258.0,92.0,0.0,20260712_225424,73.76,18.43,22.48,2026-07-12,22,Sunday,13.18,Moderate,High,Cloudy,2026-07-12 22:56:08
43331,Umarga,Dharashiv,Aurangabad,Marathwada,IN,17.83333,76.616669,2026-07-12 22:45:00,2026-07-12 00:25:00,2026-07-12 13:32:00,Clouds,partly cloudy,802,23.2,24.8,22.8,32.4,86.0,1006.2,0.0,4.75,262.0,67.0,0.0,20260712_225424,73.76,17.1,22.53,2026-07-12,22,Sunday,13.12,Moderate,High,Cloudy,2026-07-12 22:56:08
43330,Tuljapur,Dharashiv,Aurangabad,Marathwada,IN,18.0,76.083328,2026-07-12 22:45:00,2026-07-12 00:27:00,2026-07-12 13:35:00,Clouds,partly cloudy,802,22.7,24.5,22.4,32.2,88.0,1006.6,0.0,4.49,258.0,74.0,0.0,20260712_225424,72.86,16.16,22.16,2026-07-12,22,Sunday,13.13,Moderate,High,Cloudy,2026-07-12 22:56:08
43329,Paranda,Dharashiv,Aurangabad,Marathwada,IN,18.6833,75.4667,2026-07-12 22:45:00,2026-07-12 00:28:00,2026-07-12 13:39:00,Clouds,overcast,804,22.5,24.5,22.5,32.3,89.0,1006.6,0.0,4.13,259.0,91.0,0.0,20260712_225424,72.5,14.87,22.02,2026-07-12,22,Sunday,13.18,Moderate,High,Cloudy,2026-07-12 22:56:08
43328,Kalamb,Dharashiv,Aurangabad,Marathwada,IN,18.5667,76.0167,2026-07-12 22:45:00,2026-07-12 00:26:00,2026-07-12 13:36:00,Clouds,overcast,804,22.5,23.7,22.3,32.3,87.0,1006.2,0.0,5.16,261.0,86.0,0.0,20260712_225424,72.5,18.58,21.93,2026-07-12,22,Sunday,13.17,Moderate,High,Cloudy,2026-07-12 22:56:08
43327,Bhum,Dharashiv,Aurangabad,Marathwada,IN,18.466669,75.666672,2026-07-12 22:45:00,2026-07-12 00:28:00,2026-07-12 13:37:00,Clouds,overcast,804,22.7,24.4,22.6,32.7,88.0,1006.6,0.0,4.53,263.0,92.0,0.0,20260712_225424,72.86,16.31,22.16,2026-07-12,22,Sunday,13.15,Moderate,High,Cloudy,2026-07-12 22:56:08
43326,Parli,Beed,Aurangabad,Marathwada,IN,18.8512,76.5356,2026-07-12 22:45:00,2026-07-12 00:23:00,2026-07-12 13:34:00,Clouds,overcast,804,24.3,26.4,24.1,33.3,80.0,1005.3,0.0,3.93,263.0,81.0,0.0,20260712_225424,75.74,14.15,23.22,2026-07-12,22,Sunday,13.18,Moderate,High,Cloudy,2026-07-12 22:56:08
43325,Majalgaon,Beed,Aurangabad,Marathwada,IN,19.15,76.23333,2026-07-12 22:45:00,2026-07-12 00:24:00,2026-07-12 13:36:00,Clouds,overcast,804,24.8,26.9,24.7,33.9,80.0,1005.2,0.0,4.5,269.0,90.0,0.0,20260712_225424,76.64,16.2,23.67,2026-07-12,22,Sunday,13.2,Moderate,High,Cloudy,2026-07-12 22:56:08
43324,Dharur,Beed,Aurangabad,Marathwada,IN,18.816669,76.116669,2026-07-12 22:45:00,2026-07-12 00:25:00,2026-07-12 13:36:00,Clouds,overcast,804,22.0,22.9,21.8,31.8,89.0,1006.2,0.0,5.76,256.0,96.0,0.0,20260712_225424,71.6,20.74,21.55,2026-07-12,22,Sunday,13.18,Moderate,High,Cloudy,2026-07-12 22:56:08
43323,Ashti,Beed,Aurangabad,Marathwada,IN,18.85,75.95,2026-07-12 22:45:00,2026-07-12 00:26:00,2026-07-12 13:37:00,Clouds,overcast,804,22.3,23.3,22.1,32.4,88.0,1006.2,0.0,5.42,256.0,99.0,0.0,20260712_225424,72.14,19.51,21.79,2026-07-12,22,Sunday,13.18,Moderate,High,Cloudy,2026-07-12 22:56:08
43322,Ambajogai,Beed,Aurangabad,Marathwada,IN,18.73333,76.383331,2026-07-12 22:45:00,2026-07-12 00:24:00,2026-07-12 13:35:00,Clouds,overcast,804,22.7,24.0,22.4,32.2,86.0,1006.0,0.0,4.86,258.0,86.0,0.0,20260712_225424,72.86,17.5,22.07,2026-07-12,22,Sunday,13.18,Moderate,High,Cloudy,2026-07-12 22:56:08
43321,Vaijapur,Aurangabad,Aurangabad,Marathwada,IN,19.91667,74.73333,2026-07-12 22:45:00,2026-07-12 00:29:00,2026-07-12 13:44:00,Clouds,overcast,804,23.5,25.6,23.5,32.4,86.0,1005.7,0.0,4.31,266.0,100.0,0.0,20260712_225424,74.3,15.52,22.81,2026-07-12,22,Sunday,13.25,Moderate,High,Cloudy,2026-07-12 22:56:08
43320,Soegaon,Aurangabad,Aurangabad,Marathwada,IN,20.6,75.6167,2026-07-12 22:45:00,2026-07-12 00:24:00,2026-07-12 13:41:00,Clouds,overcast,804,25.3,27.4,24.9,34.5,81.0,1004.2,0.0,5.01,258.0,99.0,0.0,20260712_225424,77.54,18.04,24.17,2026-07-12,22,Sunday,13.28,Moderate,High,Cloudy,2026-07-12 22:56:08
43319,Sillod,Aurangabad,Aurangabad,Marathwada,IN,20.299999,75.650002,2026-07-12 22:45:00,2026-07-12 00:24:00,2026-07-12 13:41:00,Clouds,overcast,804,23.0,25.0,22.7,33.0,88.0,1005.4,0.0,4.3,267.0,99.0,0.0,20260712_225424,73.4,15.48,22.44,2026-07-12,22,Sunday,13.28,Moderate,High,Cloudy,2026-07-12 22:56:08
43318,Paithan,Aurangabad,Aurangabad,Marathwada,IN,19.48333,75.383331,2026-07-12 22:45:00,2026-07-12 00:27:00,2026-07-12 13:40:00,Clouds,overcast,804,24.5,26.8,24.5,33.0,82.0,1005.4,0.0,4.14,262.0,97.0,0.0,20260712_225424,76.1,14.9,23.51,2026-07-12,22,Sunday,13.22,Moderate,High,Cloudy,2026-07-12 22:56:08
43317,Khuldabad,Aurangabad,Aurangabad,Marathwada,IN,20.049999,75.183327,2026-07-12 22:45:00,2026-07-12 00:26:00,2026-07-12 13:42:00,Clouds,overcast,804,22.4,23.6,22.1,31.9,91.0,1005.9,0.0,5.7,268.0,100.0,0.0,20260712_225424,72.32,20.52,22.01,2026-07-12,22,Sunday,13.27,Moderate,High,Cloudy,2026-07-12 22:56:08
43316,Kannad,Aurangabad,Aurangabad,Marathwada,IN,20.26667,75.133331,2026-07-12 22:45:00,2026-07-12 00:27:00,2026-07-12 13:43:00,Clouds,overcast,804,22.6,24.8,22.5,32.1,90.0,1005.8,0.0,4.05,246.0,89.0,0.0,20260712_225424,72.68,14.58,22.15,2026-07-12,22,Sunday,13.27,Moderate,High,Cloudy,2026-07-12 22:56:08
43315,Gangapur,Aurangabad,Aurangabad,Marathwada,IN,19.7,75.0167,2026-07-12 22:45:00,2026-07-12 00:28:00,2026-07-12 13:42:00,Clouds,overcast,804,24.0,27.0,24.0,33.0,85.0,1005.4,0.0,2.96,258.0,94.0,0.0,20260712_225424,75.2,10.66,23.22,2026-07-12,22,Sunday,13.23,Moderate,High,Cloudy,2026-07-12 22:56:08
43314,Aurangabad,Aurangabad,Aurangabad,Marathwada,IN,19.8833,75.3167,2026-07-12 22:45:00,2026-07-12 00:26:00,2026-07-12 13:41:00,Clouds,overcast,804,23.0,25.6,22.9,32.3,91.0,1005.6,0.0,3.72,265.0,93.0,0.0,20260712_225424,73.4,13.39,22.58,2026-07-12,22,Sunday,13.25,Moderate,High,Cloudy,2026-07-12 22:56:08
43313,Ulhasnagar,Thane,Konkan,Konkan,IN,19.216669,73.150002,2026-07-12 22:45:00,2026-07-12 00:36:00,2026-07-12 13:49:00,Clouds,overcast,804,27.0,31.8,27.0,31.7,86.0,1005.6,0.0,2.84,221.0,96.0,0.0,20260712_225424,80.6,10.22,26.04,2026-07-12,22,Sunday,13.22,Moderate,High,Cloudy,2026-07-12 22:56:08
43312,Thane,Thane,Konkan,Konkan,IN,19.200001,72.966667,2026-07-12 22:45:00,2026-07-12 00:37:00,2026-07-12 13:49:00,Clouds,overcast,804,26.7,31.9,26.6,31.3,88.0,1005.6,0.0,2.34,220.0,99.0,0.0,20260712_225424,80.06,8.42,25.89,2026-07-12,22,Sunday,13.2,Moderate,High,Cloudy,2026-07-12 22:56:08
43311,Shahapur,Thane,Konkan,Konkan,IN,19.450001,73.333328,2026-07-12 22:45:00,2026-07-12 00:35:00,2026-07-12 13:48:00,Clouds,overcast,804,25.3,30.1,25.2,31.6,95.0,1005.9,0.0,2.73,221.0,98.0,0.0,20260712_225424,77.54,9.83,25.0,2026-07-12,22,Sunday,13.22,Moderate,High,Cloudy,2026-07-12 22:56:08
43310,Murbad,Thane,Konkan,Konkan,IN,19.25,73.400002,2026-07-12 22:45:00,2026-07-12 00:35:00,2026-07-12 13:48:00,Drizzle,light drizzle,300,24.8,29.5,24.7,32.3,98.0,1006.0,0.0,3.08,187.0,90.0,0.0,20260712_225424,76.64,11.09,24.69,2026-07-12,22,Sunday,13.22,Moderate,High,Rainy,2026-07-12 22:56:08
43309,Kalyan,Thane,Konkan,Konkan,IN,19.25,73.150002,2026-07-12 22:45:00,2026-07-12 00:36:00,2026-07-12 13:49:00,Clouds,overcast,804,27.0,31.8,27.0,31.7,86.0,1005.6,0.0,2.84,221.0,96.0,0.0,20260712_225424,80.6,10.22,26.04,2026-07-12,22,Sunday,13.22,Moderate,High,Cloudy,2026-07-12 22:56:08
43308,Bhiwandi,Thane,Konkan,Konkan,IN,19.299999,73.066673,2026-07-12 22:45:00,2026-07-12 00:37:00,2026-07-12 13:49:00,Clouds,overcast,804,26.9,32.0,26.9,31.7,88.0,1005.5,0.0,2.59,220.0,99.0,0.0,20260712_225424,80.42,9.32,26.08,2026-07-12,22,Sunday,13.2,Moderate,High,Cloudy,2026-07-12 22:56:08
43307,Ambarnath,Thane,Konkan,Konkan,IN,19.200001,73.166672,2026-07-12 22:45:00,2026-07-12 00:36:00,2026-07-12 13:49:00,Clouds,overcast,804,27.0,31.8,27.0,31.7,86.0,1005.6,0.0,2.84,221.0,96.0,0.0,20260712_225424,80.6,10.22,26.04,2026-07-12,22,Sunday,13.22,Moderate,High,Cloudy,2026-07-12 22:56:08
43306,Vengurla,Sindhudurg,Konkan,Konkan,IN,15.86667,73.633331,2026-07-12 22:45:00,2026-07-12 00:40:00,2026-07-12 13:40:00,Drizzle,light drizzle,300,25.8,30.2,25.5,29.7,92.0,1007.7,0.0,3.72,265.0,99.0,0.0,20260712_225424,78.44,13.39,25.3,2026-07-12,22,Sunday,13.0,Moderate,High,Rainy,2026-07-12 22:56:08
43305,Kudal,Sindhudurg,Konkan,Konkan,IN,16.033331,73.683327,2026-07-12 22:45:00,2026-07-12 00:40:00,2026-07-12 13:41:00,Clouds,overcast,804,25.5,30.8,25.5,30.7,94.0,1007.7,0.0,1.94,235.0,99.0,0.0,20260712_225424,77.9,6.98,25.14,2026-07-12,22,Sunday,13.02,Moderate,High,Cloudy,2026-07-12 22:56:08
43304,Kankavli,Sindhudurg,Konkan,Konkan,IN,16.26667,73.699997,2026-07-12 22:45:00,2026-07-12 00:40:00,2026-07-12 13:41:00,Clouds,overcast,804,25.5,30.8,25.4,30.9,93.0,1007.5,0.0,1.77,225.0,100.0,0.0,20260712_225424,77.9,6.37,25.08,2026-07-12,22,Sunday,13.02,Moderate,High,Cloudy,2026-07-12 22:56:08
43303,Ratnagiri,Ratnagiri,Konkan,Konkan,IN,16.98333,73.300003,2026-07-12 22:45:00,2026-07-12 00:40:00,2026-07-12 13:44:00,Clouds,partly cloudy,802,26.7,30.6,26.5,30.0,85.0,1007.4,0.0,4.08,251.0,72.0,0.0,20260712_225424,80.06,14.69,25.69,2026-07-12,22,Sunday,13.07,Moderate,High,Cloudy,2026-07-12 22:56:08
43302,Rajapur,Ratnagiri,Konkan,Konkan,IN,16.65,73.5167,2026-07-12 22:45:00,2026-07-12 00:40:00,2026-07-12 13:42:00,Clouds,overcast,804,26.1,31.2,26.1,30.6,94.0,1007.6,0.0,3.38,245.0,81.0,0.0,20260712_225424,78.98,12.17,25.72,2026-07-12,22,Sunday,13.03,Moderate,High,Cloudy,2026-07-12 22:56:08
43301,Lanja,Ratnagiri,Konkan,Konkan,IN,16.85,73.550003,2026-07-12 22:45:00,2026-07-12 00:39:00,2026-07-12 13:43:00,Clouds,overcast,804,25.4,29.9,25.2,30.5,92.0,1007.5,0.0,2.85,248.0,88.0,0.0,20260712_225424,77.72,10.26,24.92,2026-07-12,22,Sunday,13.07,Moderate,High,Cloudy,2026-07-12 22:56:08
43300,Khed,Ratnagiri,Konkan,Konkan,IN,17.72,73.38,2026-07-12 22:45:00,2026-07-12 00:38:00,2026-07-12 13:45:00,Clear,mainly clear,801,25.2,30.0,25.1,30.8,93.0,1007.1,0.0,2.41,230.0,44.0,0.0,20260712_225424,77.36,8.68,24.79,2026-07-12,22,Sunday,13.12,Moderate,High,Clear,2026-07-12 22:56:08
43299,Guhagar,Ratnagiri,Konkan,Konkan,IN,17.48415,73.192886,2026-07-12 22:45:00,2026-07-12 00:39:00,2026-07-12 13:45:00,Clouds,partly cloudy,802,26.6,30.3,26.5,29.5,84.0,1007.1,0.0,4.09,245.0,75.0,0.0,20260712_225424,79.88,14.72,25.54,2026-07-12,22,Sunday,13.1,Moderate,High,Cloudy,2026-07-12 22:56:08
43298,Chiplun,Ratnagiri,Konkan,Konkan,IN,17.533331,73.51667,2026-07-12 22:45:00,2026-07-12 00:38:00,2026-07-12 13:44:00,Clear,mainly clear,801,25.8,30.5,25.6,31.2,89.0,1007.0,0.0,2.36,238.0,37.0,0.0,20260712_225424,78.44,8.5,25.12,2026-07-12,22,Sunday,13.1,Moderate,High,Clear,2026-07-12 22:56:08
43297,Uran,Raigad,Konkan,Konkan,IN,18.87694,72.93972,2026-07-12 22:45:00,2026-07-12 00:38:00,2026-07-12 13:49:00,Clouds,partly cloudy,802,27.5,31.4,27.5,30.5,83.0,1005.7,0.0,4.75,228.0,59.0,0.0,20260712_225424,81.5,17.1,26.28,2026-07-12,22,Sunday,13.18,Moderate,High,Cloudy,2026-07-12 22:56:08
43296,Tala,Raigad,Konkan,Konkan,IN,18.2833,73.05,2026-07-12 22:45:00,2026-07-12 00:39:00,2026-07-12 13:47:00,Clouds,partly cloudy,802,26.8,31.6,26.3,30.2,90.0,1006.6,0.0,3.5,239.0,50.0,0.0,20260712_225424,80.24,12.6,26.12,2026-07-12,22,Sunday,13.13,Moderate,High,Cloudy,2026-07-12 22:56:08
43295,Shrivardhan,Raigad,Konkan,Konkan,IN,18.033331,73.01667,2026-07-12 22:45:00,2026-07-12 00:39:00,2026-07-12 13:47:00,Clouds,partly cloudy,802,27.5,31.3,26.7,29.9,83.0,1006.5,0.0,4.73,231.0,61.0,0.0,20260712_225424,81.5,17.03,26.28,2026-07-12,22,Sunday,13.13,Moderate,High,Cloudy,2026-07-12 22:56:08
43294,Roha,Raigad,Konkan,Konkan,IN,18.4333,73.1167,2026-07-12 22:45:00,2026-07-12 00:38:00,2026-07-12 13:47:00,Clear,mainly clear,801,26.0,31.6,25.8,31.4,93.0,1006.6,0.0,1.77,227.0,35.0,0.0,20260712_225424,78.8,6.37,25.56,2026-07-12,22,Sunday,13.15,Moderate,High,Clear,2026-07-12 22:56:08
43293,Pen,Raigad,Konkan,Konkan,IN,18.75,73.083328,2026-07-12 22:45:00,2026-07-12 00:37:00,2026-07-12 13:48:00,Clouds,partly cloudy,802,25.8,30.7,25.5,31.5,90.0,1006.2,0.0,2.17,209.0,68.0,0.0,20260712_225424,78.44,7.81,25.18,2026-07-12,22,Sunday,13.18,Moderate,High,Cloudy,2026-07-12 22:56:08
43292,Panvel,Raigad,Konkan,Konkan,IN,18.98333,73.099998,2026-07-12 22:45:00,2026-07-12 00:37:00,2026-07-12 13:49:00,Clouds,partly cloudy,802,27.1,31.7,27.0,31.0,86.0,1005.8,0.0,3.43,226.0,72.0,0.0,20260712_225424,80.78,12.35,26.13,2026-07-12,22,Sunday,13.2,Moderate,High,Cloudy,2026-07-12 22:56:08
43291,Murud,Raigad,Konkan,Konkan,IN,18.32583,72.964996,2026-07-12 22:45:00,2026-07-12 00:39:00,2026-07-12 13:48:00,Clouds,partly cloudy,802,27.5,31.6,26.6,30.2,83.0,1006.2,0.0,4.35,236.0,50.0,0.0,20260712_225424,81.5,15.66,26.28,2026-07-12,22,Sunday,13.15,Moderate,High,Cloudy,2026-07-12 22:56:08
